MR,Author,Journal,Year,Publication Type,MSC,Citation,Version,Website,Length,Accuracy Score
3164172,"Spreer, J.",Discrete Comput. Geom.,2014,article,57N10,"GAP—groups, algorithms, and programming, version 4.5.6. http://www.gap-system.org (2012)",4.5.6,Yes,88,2
2821391,"Spreer, J. and Kühnel, W.",Exp. Math.,2011,article,57Q15 (14E15 14J28 52B70 57Q25),"F. Effenberger and J. Spreer. ""simpcomp—A GAP Toolbox for Simplicial Complexes,"" version 1.4.0. Available online (http://www.igt.uni-stuttgart.de/LstDiffgeo/simpcomp), 2011.",Package,Yes,173,3
2795540,"Spreer, J.",Discrete Math.,2011,article,57Q15 (05C10 52B99),"F. Effenberger, J. Spreer, Simpcomp–a GAP package, Version 1.4.0, 2010 (submitted for publication). http://www.igt.uni-stuttgart.de/LstDiffgeo/simpcomp.",Package,Yes,152,3
2795540,"Spreer, J.",Discrete Math.,2011,article,57Q15 (05C10 52B99),"F. Effenberger, J. Spreer, Simpcomp–a GAP toolbox for simplicial complexes, ACM Commun. Comput. Algebra 44 (4) (2010) 186–189.",Package,No,126,2
2971755,"Spreer, J.",Beitr. Algebra Geom.,2012,article,52B70 (05C10 52B05 57Q15),"Effenberger, F., Spreer, J.: simpcomp: a GAP toolbox for simplicial complexes. ACM Commun. Comput. Algebra 44(4), 186–189 (2010)",Package,No,128,2
2971755,"Spreer, J.",Beitr. Algebra Geom.,2012,article,52B70 (05C10 52B05 57Q15),"Effenberger, F., Spreer, J.: simpcomp: a GAP package, version 1.5.4. http://www.igt.uni-stuttgart.de/LstDiffgeo/simpcomp. Submitted to the GAP Group (2011)",Package,Yes,155,3
3437787,"Srinivasan, B.",Pacific J. Math.,2015,article,20C33 (20C08 20C20),"The GAP Group, ""GAP – Groups, Algorithms, and Programming, Version 4.7.8"", 2015, Available at http://www.gap-system.org.",4.7.8,Yes,120,3
3144590,"Stanovský, D. and Vojtěchovský, P.",J. Algebra,2014,article,08B10 (20N05),"The GAP Group, GAP - Groups, Algorithms, and Programming, Version 4.5.5, http://www.gap-system.org, 2012.",4.5.5,Yes,105,3
3144590,"Stanovský, D. and Vojtěchovský, P.",J. Algebra,2014,article,08B10 (20N05),"G.P. Nagy, P. Vojtěchovský, LOOPS: Computing with quasigroups and loops in GAP, version 2.2.0, available at http://www.math.du.edu/loops.",Package,Yes,137,3
3272634,"Stanovský, D. and Vojtěchovský, P.",Results Math.,2014,article,20N05 (08B10),"The GAP Group: GAP—groups, algorithms, and programming, Version 4.5.5. http://www.gap-system.org (2012). Accessed 12 Feb 2014",4.5.5,Yes,125,3
3272634,"Stanovský, D. and Vojtěchovský, P.",Results Math.,2014,article,20N05 (08B10),"Nagy, G.P., Vojtěchovský, P.: LOOPS: computing with quasigroups and loops in GAP, version 2.2.0. www.math.du.edu/loops. Accessed 12 Feb 2014",Package,Yes,140,3
2683105,"Staroletov, A. M.",Sibirsk. Mat. Zh.,2010,article,20D06 (20D60),"GAP—Groups, Algorithms and Programming, version 4.4.9 (http://www.gap-system.org).",4.4.9,Yes,82,2
2595755,"Stoimenow, A. and Tanaka, T.",J. Gökova Geom. Topol. GGT,2009,article,57M27 (57M25 57N70),"GAP, a system for computational discrete algebra, available at http://www.gap-system.org/.",Unknown,Yes,90,2
2665776,"Stoimenow, A.",Internat. J. Algebra Comput.,2010,article,57M25 (57M27),"GAP, A system for computational discrete algebra, available at http://www.gap-system.org/.",Unknown,Yes,90,2
3528435,"Stokes, K.",Semigroup Forum,2016,article,20M14 (11D07 20M12),"Delgado, M., García-Sánchez, P.A., Morais, J.: NumericalSgps, A package for numerical semigroups, Version 1.0.1 (2015). (Refereed GAP package). http://www.fc.up.pt/cmup/mdelgado/numericalsgps/ 
MR3493240",Package,Yes,203,3
3528435,"Stokes, K.",Semigroup Forum,2016,article,20M14 (11D07 20M12),"The GAP Group: GAP—Groups, Algorithms, and Programming, Version 4.7.7; 2015 (http://www.gap-system.org)",4.7.7,Yes,103,3
2661404,"Stones, D. S.",Electron. J. Combin.,2010,article,05B15 (05A15),"The GAP Group, GAP–Groups, algorithms, programming–A system for computational discrete algebra. http://www.gap-system.org/",Unknown,Yes,122,2
2661404,"Stones, D. S.",Electron. J. Combin.,2010,article,05B15 (05A15),"G. P. Nagy and P. Vojtěchovský, LOOPS–Computing with quasigroups and loops in GAP. http://www.math.du.edu/loops/",Package,Yes,112,3
2677665,"Stones, D. S.",Discrete Math.,2010,article,05B15 (20N05),"The GAP group, GAP–groups, algorithms, programming–a system for computational discrete algebra. http://www.gap-system.org/.",Unknown,Yes,123,2
2912903,"Stones, D. S. and Vojtěchovský, P. and Wanless, I. M.",J. Combin. Des.,2012,article,05B15,"GAP—Groups, algorithms, programming—a system for computational discrete algebra, http://www.gap-system.org/.",Unknown,Yes,108,2
2912903,"Stones, D. S. and Vojtěchovský, P. and Wanless, I. M.",J. Combin. Des.,2012,article,05B15,"G. P. Nagy and P. Vojtěchovský, LOOPS—computing with quasigroups and loops in GAP, http://www.math.du.edu/loops/.",Package,Yes,113,3
3055224,"Stones, D. S.",European J. Combin.,2013,article,05B15,"G.P. Nagy, P. Vojtěchovský, LOOPS—Computing with quasigroups and loops in GAP, http://www.math.du.edu/loops/.",Package,Yes,109,3
3055224,"Stones, D. S.",European J. Combin.,2013,article,05B15,"The GAP Group, GAP—Groups, algorithms, programming—a system for computational discrete algebra. http://www.gap-system.org/.",Unknown,Yes,123,2
3811480,"Striker, J.",Discrete Math. Theor. Comput. Sci.,2018,article,20B25 (05A05 06A75),"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.7.8. (2015) http://www.gap-system.org.",4.7.8,Yes,106,3
2032853,"Stroppel, M.",Topology Proc.,2001,inproceedings,22D05 (22A10 22D45),"The GAP Group, GAP - Groups, Algorithms, and Programming, Version 4.2; 2000, (http://www.gap-system.org).",4.2,Yes,105,3
3335114,"Szántó, C. and Szöll\H{o}si, I.",Bull. Lond. Math. Soc.,2015,article,16G20 (16G60),"The GAP Group, `GAP—groups, algorithms, and programming, version 4.6.5', 2013, http://www.gap-system.org.",4.6.5,Yes,105,3
4163146,"Szántó, C. and Szöll\H{o}si, I.",J. Pure Appl. Algebra,2021,article,16G20,"The GAP Group, GAP - Groups, Algorithms and Programming, Version 4.9.1, http://www.gap-system.org, 2018.",4.9.1,Yes,104,3
3787813,"Szczepański, A.",Arch. Math. (Basel),2018,article,57R19 (20H15 22E25 53C25 57M05),"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.4.12, 2008, (http://www.gap-system.org).",4.4.12,Yes,108,3
3197181,"Szöll\H{o}si, I.",J. Algebra,2014,article,16G20 (05E10),"The GAP Group, GAP - Groups, Algorithms, and Programming, Version 4.4.12, http://www.gap-system.org, 2008.",4.4.12,Yes,106,3
2181415,"Šuch, O.",Finite Fields Appl.,2005,article,11T23,"Lehrstuhl D für Mathematik, RWTH Aachen, GAP, Computer Program available from http://www-gap.dcs.st-and.ac.uk/gap.",Unknown,Yes,114,2
1877726,"Suciu, A. I.",Topology Appl.,2002,incollection,32S22 (52C35),"The GAP Group, GAP-Groups, Algorithms, and Programming, Version 4.1, Aachen, St. Andrews, 1999, http://www-gap.dcs.st-and.ac.uk/simgap.",4.1,Yes,135,3
1765312,"Suleiman, I. A. I. and Walsh, P. G. and Wilson, R. A.",Comm. Algebra,2000,article,20D08 (20E45),"M. Schönert et al., GAP 3.4 Manual (Groups, Algorithms, and Programming), RWTH Aachen, 1994.",3.4,No,92,2
3981699,"Sun, H.",J. Algebra Appl.,2019,article,05B05 (12E20),"The GAP Group, GAP — Groups, Algorithms, and Programming, Version 4.7.9, 2015. Available at: http://www.gap-system.org.",4.7.9,Yes,119,3
2287698,"Suter, R.",Manuscripta Math.,2007,article,20G05 (20C15 20F55),"The GAP Group, GAP—Groups, Algorithms, and Programming, version 4.2; Aachen, St. Andrews, 2000. http://www-gap.dcs.st-and.ac.uk/simgap",4.2,Yes,134,3
2287698,"Suter, R.",Manuscripta Math.,2007,article,20G05 (20C15 20F55),"The GAP Group, GAP—Groups, Algorithms, and Programming, version 4.4, 2004. http://www.gap-system.org",4.4,Yes,100,3
1854149,"Swallow, J. R.",Comm. Algebra,2001,article,12F12 (16K20),"Schönert, M. et al., ""GAP–Groups, Algorithms, and Programming"", Lehrstuhl D für Mathematik, Rheinisch Westfälische Technische Hochschule, Aachen, Germany, Fifth Edition, 1995.",Unknown,No,175,1
1914994,"Swallow, J. R. and Thiem, F. N.",Comm. Algebra,2002,article,12F10,"Schönert, M.; et al. GAP–Groups, Algorithms, and Programming. Lehrstuhl D für Mathematik, Rheinisch Westfälische Technische Hochschule, Aachen, Germany, fifth edition, 1995.",Unknown,No,173,1
3592012,"Szántó, C. and Szöll\H{o}si, I.",Linear Algebra Appl.,2017,article,15A22 (15A21 15A83 16G20),"The GAP Group, GAP – Groups, Algorithms, and Programming, version 4.7.9, http://www.gap-system.org, 2015.",4.7.9,Yes,105,3
4039426,"Szymik, M.",J. Algebra,2020,article,20G10 (20J05 20J06),"G.A.P. The, Group. GAP–groups, algorithms, and programming, software, www.gap-system.org.",Unknown,Yes,89,1
4039426,"Szymik, M.",J. Algebra,2020,article,20G10 (20J05 20J06),"G. Ellis, GAP package HAP–homological algebra programming, software, hamilton.nuigalway.ie/Hap/www.",Package,Yes,99,3
2188351,"Taeri, B.",J. Appl. Math. Comput.,2006,article,20F99 (20D15 20D60),"M. Schonert et al., GAP: Groups, algorithms, and programming, Lehrstuhl D fur Mathematik, RWTH Aachen, 2002.",Unknown,No,108,1
2485036,"Taeri, B.",Bull. Malays. Math. Sci. Soc. (2),2009,article,20D99,"The GAP Group, GAP-Groups, Algorithms, and Programming, Version 4.4; 2005, (http://www.gap-system.org)",4.4,Yes,102,3
1780211,"Taherkhani, F.",Experiment. Math.,2000,article,57M07 (20F38),"M. Schönert et al., GAP: Groups, algorithms, and programming, 5th ed., Lehrstuhl D für Mathematik, RWTH Aachen, 1996. See http://www-gap.dcs.st-and.ac.uk/simgap.",Unknown,Yes,161,2
1935039,"Tamburini, M. C. and Vdovin, E. P.",J. Algebra,2002,article,20D25,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.2, 2000, http://www.gap-system.org.",4.2,Yes,101,3
4068900,"Tan, Y. and Zhong, T.",Comm. Algebra,2020,article,20D60 (20A05 20E34),"The GAP Group (2018). GAP – Groups, Algorithms, and Programming, Version 4.10.0. http://www.gap-system.org.",4.10.0,Yes,107,3
3124212,"Taylor, J.",J. Pure Appl. Algebra,2014,article,20C33 (20C15 20G40),"J. Michel, Homepage of the development version of the GAP part of CHEVIE, 2011. http://www.math.jussieu.fr/simjmichel/chevie/index.html.",Package,Yes,136,3
3872317,"Taylor, G. K. and Vinroot, C. R.",J. Aust. Math. Soc.,2018,article,20G40 (05A15 05A16 20C33),"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.8.7; 2017 (http://www.gap-system.org).",4.8.7,Yes,106,3
3260900,"Thiel, U.",Algebr. Represent. Theory,2014,article,20C08 (16S38 20F55),"CHEVIE–A system for computing and processing generic character tables for finite groups of Lie type. Weyl groups and Hecke algebras by M. Geck, G. Hiss, F. Lübeck, G. Malle and G. Pfeiffer. http://www.math.jussieu.fr/simjmichel/gap3/. Pre-packaged GAP3 version by Jean Michel (Version 4 March 2012)",Package,Yes,298,3
3260900,"Thiel, U.",Algebr. Represent. Theory,2014,article,20C08 (16S38 20F55),"Chlouveraki, M.: GAP functions for the calculation of the Rouquier blocks of the cyclotomic hecke algebras of all exceptional complex reflection groups. http://chlouveraki.perso.math.cnrs.fr/gap/. Version from April 2011 
MR2649277",Package,Yes,231,3
3361642,"Thiel, U.",LMS J. Comput. Math.,2015,article,16Z05 (16-04 16S99 20F55),"M. Geck, G. Hiss, F. Lübeck, G. Malle and G. Pfeiffer, `CHEVIE – a system for computing and processing generic character tables', Appl. Algebra Engrg. Comm. Comput. 7 (1996) no. 3, 175–210; Prepackaged GAP3 version by J. Michel (version from March 2012). 
MR1486215",Package,No,265,2
3021343,"Tian, D. and Zhou, S.",J. Combin. Des.,2013,article,05B05 (20B25),"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.4 (2005), http://www.gap-system.org.",4.4,Yes,102,3
3310724,"Tian, D. and Zhou, S.",J. Combin. Des.,2015,article,05B05 (05B25 20B25),"The GAP Group, GAP-Groups, Algorithms, and Programming, Version 4.7.2, 2013, http://www.gap-system.org.",4.7.2,Yes,103,3
3310724,"Tian, D. and Zhou, S.",J. Combin. Des.,2015,article,05B05 (05B25 20B25),"L. H. Soicher, The DESIGN Package for GAP, Version 1.6, 2011, http://designtheory.org/software/gap_design/.",Package,Yes,107,3
3561624,"Tian, D. L. and Zhou, S. L.",Acta Math. Sinica (Chin. Ser.),2016,article,05B30 (20B25),"The GAP Group, GAP-Groups, Algorithms, and Programming, Version 4.7.2; 2013, http://www.gap-system.org.",4.7.2,Yes,103,3
3561624,"Tian, D. L. and Zhou, S. L.",Acta Math. Sinica (Chin. Ser.),2016,article,05B30 (20B25),"Soicher L. H., The DESIGN package for GAP, Version 1.4, 2009, http://designtheory.org/software/gap_design.",Package,Yes,106,3
3176464,"Tiep, P. H.",Acta Math. Vietnam.,2014,article,20C15 (20C20 20C33),"The GAP group: GAP—Groups, algorithms, and programming, Version 4.4 (2004). http://www.gapsystem.org",4.4,Yes,100,3
3866769,"Tiep, P. H. and Tong-Viet, H. P.",J. Algebra Appl.,2018,article,20C15 (20D05),"The GAP Group, GAP — Groups, Algorithms, and Programming, Version 4.4.10, 2007. http://www.gap-system.org.",4.4.10,Yes,106,3
3386056,"Tiep, P. H.",Vietnam J. Math.,2015,article,20C20 (20-02 20E28 20G05 20G40),"GAP group: GAP-groups, algorithms, and programming. Version 4.4 (2004). http://www.gap-system.org",4.4,Yes,97,3
3640820,"Timmer, J.",Comm. Algebra,2017,article,16T05 (16S40 20B30),"The GAP Group. (2014). GAP – groups, algorithms, and programming, Version 4.7.4. Available at: http://www.gap-system.org.",4.7.4,Yes,121,3
2475600,"Timofeenko, A. V.",Fundam. Prikl. Mat.,2008,article,52B45 (52B10),"GAP, http://www.gap-system.org/simgap/.",Unknown,Yes,39,1
3005606,"Tolue, B. and Erfanian, A.",J. Algebra Appl.,2013,article,20D60 (05C25),"GAP, GAP-groups, algorithm and programming, 2002, Software available on line at http://www.gap-system.org.",Unknown,Yes,106,2
4148808,"Tolue, B.",Rend. Circ. Mat. Palermo (2),2020,article,05C25 (20D60),"GAP: GAP-groups, algorithm and programming. http://www.gap-system.org. Accessed 7 Oct 2018",Unknown,Yes,90,2
2892513,"Tong-Viet, H. P.",Algebr. Represent. Theory,2012,article,20C15 (20D06 20D08),"The GAP Group, GAP—Groups: Algorithms, and Programming, Version 4.4.10, http://www.gap-system.org (2007)",4.4.10,Yes,104,3
2925155,"Tong-Viet, H. P.",Monatsh. Math.,2012,article,20C15 (20D05),"The GAP Group, GAP-Groups: Algorithms, and Programming, Version 4.4.10. http://www.gap-system.org (2007)",4.4.10,Yes,104,3
2787664,"Tong-Viet, H. P.",J. Algebra,2011,article,20C15 (20C30 20D05),"The GAP Group, GAP–Groups, Algorithms, and Programming, Version 4.4.10, http://www.gap-system.org, 2007.",4.4.10,Yes,104,3
2961301,"Tong-Viet, H. P. and Wakefield, T. P.",Monatsh. Math.,2012,article,20C34 (20C15 20D08),"The GAP Group: GAP—Groups, Algorithms, and Programming, Version 4.4.10. http://www.gap-system.org (2007)",4.4.10,Yes,104,3
3010848,"Tong-Viet, H. P.",Forum Math.,2013,article,20B15 (20C20 20E28),"The GAP Group, GAP–Groups, Algorithms, Programming–A System for Computational Discrete Algebra, http://www.gap-system.org, Version 4.4.7, 2006.",4.4.7,Yes,143,3
3123866,"Tong-Viet, H. P.",Acta Math. Hungar.,2013,article,20E45 (20D60),"The GAP Group, GAP-Groups, Algorithms, and Programming, Version 4.4.10, 2007, http://www.gap-system.org.",4.4.10,Yes,104,3
3265322,"Tong-Viet, H. P.",Israel J. Math.,2014,article,20C20,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.5.6; 2012. http://www.gap-system.org.",4.5.6,Yes,103,3
3227444,"Tong-Viet, H. P.",Pacific J. Math.,2014,article,20C15 (20C33 20D06),"The GAP Group, GAP–groups, algorithms, and programming, version 4.5.6, 2012, http://www.gap-system.org.",4.5.6,Yes,103,3
3036002,"Tong-Viet, H. P. and Wakefield, T. P.",Algebr. Represent. Theory,2013,article,20D06 (20C33),"The GAP Group: Groups, Algorithms, and Programming, version 4.4.10. http://www.gapsystem.org (2007)",4.4.10,Yes,99,3
3779995,"Tong-Viet, H. P.",J. Algebra,2018,article,20C20 (20B15 20C15),"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.8.5, http://www.gap-system.org, 2016.",4.8.5,Yes,103,3
4135553,"Tong-Viet, H. P.",J. Algebra,2020,article,20C20 (20C15 20E45),"The GAP Group, GAP – Groups, Algorithms, and Programming, version 4.10.1, https://www.gap-system.org, 2019.",4.10.1,Yes,107,3
4056055,"Tong-Viet, H. P.",J. Algebra,2020,article,20C20 (20C15),"The GAP Group, GAP – groups, algorithms, and programming, version 4.5.6, http://www.gap-system.org, 2012.",4.5.6,Yes,105,3
3320348,"Topalova, S. and Zhelezova, S.",Des. Codes Cryptogr.,2015,article,05B05 (20B25 51E23),"GAP—Groups, Algorithms, Programming—a system for computational discrete algebra (http://www.gap-system.org/). Accessed 20 July 2013.",Unknown,Yes,132,2
3541790,"Topalova, S. and Zhelezova, S.",J. Combin. Des.,2016,article,51E23 (05B25),"GAP, Groups, Algorithms, Programming—A System for Computational Discrete Algebra, http://www.gap-system.org/ (2016)",Unknown,Yes,115,2
3091368,"Topalova, S. and Zhelezova, S.",Appl. Algebra Engrg. Comm. Comput.,2013,article,05B05 (11T71 51E23),"GAP—Groups, Algorithms, Programming—a System for Computational Discrete Algebra (http://www.gap-system.org/)",Unknown,Yes,108,2
3911218,"Topalova, S. and Zhelezova, S.",Des. Codes Cryptogr.,2019,article,51E23 (05B25 51E10),"GAP: Groups, Algorithms, Programming—A System for Computational Discrete Algebra. https://www.gap-system.org/. Accessed 20 Dec 2017.",Unknown,Yes,132,2
2040282,"Totaro, B.",Duke Math. J.,2004,article,11E72 (14M17 20G15),"THE GAP GROUP, GAP–Groups, Algorithms, and Programming, version 4.2, Lehrstuhl D für Mathematik, Rheinisch-Westfälische Technische Hochschule Aachen, Aachen, Germany; University of St. Andrews, Fife, Scotland, 2000, http://www-gap.dcs.st-and.ac.uk/gap",4.2,Yes,251,3
3548464,"Totaro, B.",Geom. Topol.,2016,article,14C15 (14A20 14F42 14M20 55R35),"The GAP group, GAP: Groups, algorithms and programming (2013) Version 4.6.4 Available at http://www.gap-system.org/",4.6.4,Yes,115,3
3893367,"Traustason, G. and Williams, J.",J. Algebra,2019,article,20D15,"GAP4, The Gap Group, GAP – Groups, Algorithms, and Programming, version 4.9.1, https://www.gap-system.org, 2018.",4.9.1,Yes,112,3
3659336,"Trefethen, S.",J. Algebra,2017,article,20E15,"The GAP group, GAP – groups, algorithms, and programming, Version 4.4, http://www.gapsystem.org, 2004.",4.4,Yes,102,3
3795631,"Trefethen, S.",J. Pure Appl. Algebra,2018,article,20C15 (20C33 20E22),"The GAP group, GAP – groups, algorithms, and programming, Version 4.4, http://www.gap-system.org, 2004.",4.4,Yes,103,3
4062378,"Trefethen, S. and Vinroot, C. R.",Internat. J. Algebra Comput.,2020,article,20C33 (20-08),"GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.10.1; 2019, https://www.gap-system.org.",4.10.1,Yes,103,3
4077413,"Tsang, C. and Qin, C.",Internat. J. Algebra Comput.,2020,article,20B35 (20D05 20D10 20F16),"The  GAP Group,  GAP — Groups, Algorithms, and Programming, Version 4.10.2 (2019), https://www.gap-system.org.",4.10.2,Yes,110,3
3578801,"Tsiovkina, L. Y.",Discrete Math.,2017,article,05C70 (05C25 05C75 05E30 20D06),"The GAP Group, GAP Groups, Algorithms, and Programming, Version 4.6.4, 2013, http://www.gap-system.org.",4.6.4,Yes,103,3
3634298,"Tsunogai, H.",Tokyo J. Math.,2017,article,14E08 (11E04 11R32 11R34 12F12 12F20 20B10 20B35),"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.8.4; 2016. (http://www.gap-system.org)",4.8.4,Yes,106,3
