MR,Citation
MR3150926,"M. Delgado, P. A. García-Sánchez, J. Morais, ""NumericalSgps, a GAP package for numerical semigroups,"" [Online]. Available: http://www.gap-system.org/"
MR3150926,"GAP—groups, algorithms, and programming, Version 4.5, The GAP Group, 2012 [Online]. Available: http://www.gap-system.org/"
MR3089757,"M. Delgado, J. Morais, and P. García-Sánchez. Numericalsgps—a GAP package on numerical semigroups, December 2011. Version number 0.971. Available via http://www.gap-system.org/."
MR3089757,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.5.5, 2012. Available via http://www.gap-system.org/."
MR3490354,"M. Delgado, `intpic, a $\ssf{GAP}$ package for drawing integers', http://www.gap-system.org/."
MR3490354,"M. Delgado, P. A. García-Sánchez and J. Morais, `Numerical Sgps, a $\ssf{GAP}$ package for numerical semigroups', version 1.0.1, 2015, http://www.gap-system.org/. 
MR3529638"
MR3490354,"The GAP group, `GAP – Groups, algorithms, programming', version 4.7.7, 2015, http://www.gap-system.org/."
MR3774427,"Delgado, M.: ""intpic"", A $\ssf{GAP}$ Package for Drawing Integers, Version 0.2.1 (2015). http://www.gap-system.org/"
MR3774427,"Delgado, M., García-Sánchez, P.A., Morais, J.: ""NumericalSgps"", A $\ssf{GAP}$ Package for Numerical Semi-groups, Version 1.0.1 (2015). http://www.gap-system.org/ 
MR3493240"
MR3774427,"The GAP Group: GAP—groups, algorithms, and programming, Version 4.8.7 (2017). http://www.gap-system.org"
MR2998799,"The GAP Group, GAP - Groups, Algorithms and Programming, Version 4.5.6, http://www.gap-system.org, 2012."
MR3606589,"The GAP Group. GAP – Groups, algorithms, and programming. 2015. Available from: http://www.gap-system.org."
MR2166140,"The GAP Group, GAP - Groups, Algorithms, and Programming, Version 4.4, 2004, http://www.gap-system.org."
MR2846397,"The GAP Group, GAP–Groups, Algorithms, and Programming, Version 4.4, http://www.gap-system.org, 2006."
MR3937764,"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.8.10, https://www.gap-system.org, 2018."
MR4142187,"The GAP Group, GAP – Groups, Algorithms, and Programming, version 4.8.10, https://www.gap-system.org, 2018."
MR3041715,"The GAP Group: GAP—Groups, Algorithms, and Programming, version 4.4.12. http://www.gap-system.org (2008)"
MR2208119,"GAP–Groups, Algorithms, and Programming, V4.2. The GAP group, Aachen, St. Andrews. www-gap.dcs.st-and.ac.uk. Accessed January 25, 2006."
MR3652235,"The GAP-group, Groups Algorithms and Programming with translation groups. Version 4.4, 2004. http://www.gap-system.org"
MR3982574,"The GAP-group: Groups Algorithms and Programming with translation groups. Version 4.4, 2004 www.gap-system.org"
MR4105092,"The GAP Group: GAP-Groups Algorithms and Programming, version 4.4.12 (2008). http://www.gapsystem.org. Accessed 15 Jan 2018"
MR3177884,"J.N. Bray, T. Breuer, S. Nickerson, R.A. Parker, R.A. Wison, Atlasrep - a GAP4 Package, http://www.math.rwth-aachen.de/$\sim$Thomas.Breuer/atlasrep."
MR3177884,"The GAP group, GAP - Groups, Algorithms, and Programming, Version 4.6.5, http://www.gap-system.org, 2013."
MR3143700,"The GAP Group: GAP – Groups, Algorithms, and Programming, Version 4.4.12, 2008, http://www.gap-system.org"
MR3534775,"The GAP Group: GAP - Groups, Algorithms, and Programming, Version 4.7.9 (2015). www.gap-system.org"
MR2130175,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.2 (2000) http://www.gap-system.org."
MR1747822,"M. Schönert et. al., GAP Groups, Algorithms, and Programming, 5th edn., Lehrstuhl D Math., Rheinisch Westfällische Techn. Hochsch., Aachen, (1995)."
MR2094812,"A. S. Detinko, A new GAP group library for irreducible maximal solvable subgroups of prime degree classical groups, J. Math. Sci. 108 (2002), 942–950. 
MR1747822"
MR2556145,"A.S. Detinko, B. Eick, D.L. Flannery, Nilmat - Computing with nilpotent matrix groups. A refereed GAP 4 package, see http://www.gap-system.org/Packages/nilmat.html, 2007."
MR2381967,"Assmann, B., Eick, B., 2007a. Polenta-Polycyclic presentations for matrix groups. A refereed GAP 4 package. See http://www.gap-system.org/Packages/polenta.html."
MR2381967,"Detinko, A.S., Eick, B., Flannery, D.L., 2007. Nilmat-Computing with nilpotent matrix groups. A refereed GAP 4 package. See http://www.gap-system.org/Packages/nilmat.html."
MR2381967,"The GAP group (2006). GAP - Groups, Algorithms, and Programming, Version 4.4.9, http://www.gap-system.org."
MR2523766,"Detinko, A.S., Eick, B., Flannery, D.L., 2007. Nilmat–Computing with nilpotent matrix groups. A refereed GAP 4 package; see http://www.gap-system.org/Packages/nilmat.html."
MR2523766,"The GAP group. GAP - Groups, Algorithms, and Programming, Version 4.4.10 http://www.gap-system.org."
MR2831949,"B. Assmann, B. Eick, Polenta. A refereed GAP 4 package, www.gap-system.org/Packages/polenta.html, 2007."
MR2996870,"The GAP Group, 2012. GAP–Groups, Algorithms, and Programming, Version 4.5.4. http://www.gap-system.org."
MR3272380,"The GAP Group, GAP—Groups, Algorithms, and Programming, http://www.gap-system.org."
MR3597021,"A. S. Detinko, `A new GAP group library for irreducible maximal solvable subgroups of prime degree classical groups', J. Math. Sci. (N.Y.) 108(6) (2002), 942–950. 
MR1747822"
MR3739225,"The GAP Group, GAP – Groups, Algorithms, and Programming, http://www.gap-system.org"
MR3739225,"A. Hulpke, The {\ssf GAP} package matgrp, http://www.math.colostate.edu/~hulpke/matgrp/."
MR3739225,"M. Neunhöffer, Á. Seress, et al., The {\ssf GAP} package recog, a collection of group recognition methods, http://gap-packages.github.io/recog/."
MR3957957,"A.S. Detinko, D.L. Flannery, A. Hulpke, GAP functionality for Zariski dense groups, Oberwolfach preprints (OWP 2017-22); https://doi.org/10.14760/OWP-2017-22."
MR3957957,"The GAP Group, GAP – Groups, Algorithms, and Programming, http://www.gap-system.org."
MR3957957,"D.F. Holt, The $\ssf{GAP}$ package $\ssf{kbmag}$, Knuth-Bendix on monoids and automatic groups, https://www.gap-system.org/Packages/kbmag.html."
MR3957957,"M. Neunhöffer, Á. Seress, et al., The $\ssf{GAP}$ package $\ssf{recog}$, A collection of group recognition methods, http://gap-packages.github.io/recog/."
MR4040183,"A.S. Detinko, D.L. Flannery, A. Hulpke, GAP functionality for Zariski dense groups, Oberwolfach Preprints, OWP 2017-22."
MR4040183,"The GAP Group, GAP –Groups, Algorithms, and Programming, http://www.gapsystem.org."
MR4134829,"A. S. Detinko, D. L. Flannery, and A. Hulpke, GAP Functionality for Zariski Dense Groups, Oberwolfach Preprints OWP 2017-22."
MR4134829,"The GAP Group, GAP – Groups, Algorithms, and Programming, http://www.gapsystem.org"
MR4134829,"M. Neunhöffer, Á. Seress, et al., ""The GAP Package recog."" A Collection of Group Recognition Methods, http://gap-packages.github.io/recog/"
MR3294861,"The GAP Group, GAP—Groups, algorithms, and programming, Version 4.4.12; 2008. (http://www.gap-system.org)"
MR2721798,"The GAP Group, GAP-Groups, Algorithms and Programming Version 4.3 Aachen, St Andrews. (2002). (http://www.gap-system.org)."
MR2128082,"The GAP Group (2002) GAP: Groups, Algorithms, and Programming, Version 4.3. http://www.gap-system.org"
MR2434275,"The GAP Group, GAP–Groups, Algorithms, and Programming, Version 4.4; 2004, http://www.gap-system.org."
MR2610979,"The GAP Group, GAP-Groups, Algorithms, and Programming, Version 4.4.9 (2006), available at http://www.gap-system.org."
MR4048472,"B. Eick, M. Horn and W. Nickel, Polycyclic – Computation with polycyclic groups, Version 2.11, 2013 – A GAP 4 package, in: The Gap Group, GAP—Groups, Algorithms, and Programming, Version 4.8.3, 2016 http://www.gap--system.org."
MR4048472,"The Gap Group, GAP–Groups, Algorithms, and Programming, Version 4.8.3, 2016 http://www.gap-system.org."
MR3096505,"H. Dietrich, P. Faccin, and W. A. de Graaf, ""CoReLG - computing with real Lie groups"", a GAP 4 package, 2012, Available at http://www.science.unitn.it/$\sim$corelg."
MR3096505,"M. Costantini and W. A. de Graaf, ""Singular: a GAP 4 package"", The GAP Group, 2006, Available at http://www.gap-system.org/Packages/singular.html."
MR3096505,"The GAP Group, ""GAP: groups, algorithms, and programming"", 2012, Available at http://www.gap-system.org. Version 4.5.5."
MR3096505,"W. A. de Graaf, ""SLA: computing with simple Lie algebras, a GAP 4 package"", 2012, Available at http://www.science.unitn.it/$\sim$degraaf/sla.html."
MR3283749,"Heiko Dietrich, Paolo Faccin, Willem A. de Graaf, Corelg: computing with real Lie groups, A GAP 4 package, available at science.unitn.it/$\sim$corelg/."
MR3283749,"Heiko Dietrich, Paolo Faccin, Willem A. de Graaf, A GAP package for computing with real semisimple Lie algebras, in: H. Hong, C. Yap (Eds.), ICMS 2014, in: Lecture Notes in Comput. Sci., vol. 8592, Springer, Heidelberg, 2014, pp. 59–66. 
MR3334745"
MR3283749,"The GAP Group, GAP–groups, algorithms, and programming, v.4.7.2, available at gap-system.org."
MR3619127,"H. Dietrich, B. Eick and D. Feichtenschlager, Investigating $p$-groups by coclass with GAP, in: Computational Group Theory and the Theory of Groups (Davidson 2007), Contemp. Math. 470, American Mathematical Society, Providence (2008), 45–61. 
MR2478413"
MR3619127,"GAP – Groups, Algorithms and Programming, http://www.gap-system.org."
MR2478413,"H. U. Besehe, B. Eick, and E. A. O'Brien, Smallgroups - a library of groups of small order, 2005, A refereed $\ssf{GAP}$ 4 package, see [31]."
MR2478413,"F. Celler and M. Neunhöffer, $X\ssf{gap}$ - a graphical interface to $\ssf{gap}$, 2000, A refereed $\ssf{GAP}$ 4 package, see [31]."
MR2478413,"G. Ellis, HAP - homological algebra programming, 2006, A refereed GAP 4 package, see [31]."
MR2478413,"E. A. O'Brien, Anupq- the anu p-quotient algorithm, 1990, Also available in Magma and as $\ssf{GAP}$ package."
MR2478413,"The $\ssf{GAP}$ Group, $\ssf{GAP}$ - Groups, Algorithms and Programming, Version 4.4, Available from http://www.gap-system.org, 2005."
MR3725217,"The GAP Group, GAP – groups, algorithms, and programming. v. 4.7.2, 2017. gap-system.org."
MR4044695,"H. Dietrich, The GAP4 package cubefree, available at http://users.monash.edu/~heikod/cubefree.html."
MR4180114,"Dietrich, H., Faccin, P., de Graaf, W.A., 2019. CoReLG, computation with real Lie groups. Version 1.53. https://gap-packages.github.io/corelg/. Refereed GAP package."
MR4180114,"The GAP Group, 2019. GAP – groups, algorithms, and programming. Available at gap-system.org."
MR4193502,"H. Dietrich and D. Low, GAP code to work with C-groups, github.com/heikodietrich/cgroups."
MR4193502,"GAP – Groups, Algorithms and Programming, available at gap-system.org."
MR4090490,"GAP—Groups, Algorithms, and Programming. Version 4-10-0. gap-system.org"
MR4187252,"The GAP Group, GAP – groups, algorithms, and programming, available at gap-system.org."
MR2981138,"The GAP Group, GAP - Groups, Algorithms, and Programming, Version 4.3; 2002, http://www.gap-system.org."
MR3187647,"J. Michel, The development version of the CHEVIE package of GAP3, arXiv:1310.7905. 
cf. MR3343221"
MR2397403,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.4.9; http://www.gap-system.org, 2006."
MR2535999,"The GAP Group, GAP - Groups, Algorithms, and Programming, Version 4.4.9; 2006. (http://www.gap-system.org)."
MR3169609,"The GAP Group. (2012). GAP–Groups, Algorithms, and Programming, Version 4.5.4. Available at http://www.gap-system.org. Accessed July 16, 2012."
MR4069973,"The GAP Group, GAP - Groups, Algorithms, and Programming, Version 4.8.8, 2017, https://www.gap-system.org."
MR2946109,"A. Distler and J. D. Mitchell. Smallsemi—a GAP package, version 0.6.4, 2011. http://tinyurl.com/jdmitchell/smallsemi/."
MR2946109,"The GAP Group. GAP - Groups, Algorithms, and Programming, Version 4.4.12, 2008. http://www.gap-system.org."
MR3169623,"Distler, A., Mitchell, J. D. (2011). Smallsemi - A Library of Small Semigroups. http://tinyurl.com/jdmitchell/smallsemi/, Oct A GAP 4 package [5], Version 0.6.4."
MR3169623,"The GAP Group, (2008). (http://www.gap-system.org). GAP–Groups, Algorithms, and Programming, Version 4.4.12."
MR3164153,"Besche, U., Eick, B., O'Brien, E.: The SmallGroups Library. http://www-public.tu-bs.de:8080/$\sim$beick/soft/small/small.html (2002). An accepted, GAP 4 package [11]"
MR3164153,"Distler, A., Mitchell, J.D.: Smallsemi—a library of small semigroups. A GAP 4 package [11], Version 0.6.0 (2010). http://www-history.mcs.st-and.ac.uk/$\sim$jamesm/smallsemi/"
MR3164153,"The GAP Group, http://www.gap-system.org: GAP—Groups, Algorithms, and Programming, Version 4.4.12 (2008)"
MR3341502,"A. Distler, SpecialExt: Lower central and derived series extensions, A GAP package [6], Version 0.2, 2014, www.icm.tu-bs.de/ag_algebra/software/SpecialExt/."
MR3341502,"GAP – Groups, Algorithms, and Programming, Version 4.7.2, 2013."
MR2280172,"The GAP Group, GAP–Groups, Algorithms and Programming, Version 4.4.4 (2005) (http://www.gap-system.org)."
MR2054400,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.3, http://www.gap-system.org, 2002."
MR2150939,"The GAP Group, GAP—groups, algorithms, and programming, (Version 4.4 3, 2004) (http://www.gap-system.org)."
MR2118762,"The GAP Group, GAP—Groups, Algorithms, and Programming. Version 4.3 (2002) (http://www.gap-system.org)."
MR2426157,"The GAP Group, GAP—Groups, Algorithms, and Programming. Version 4.4 5 (2005) (http://www.gap-system.org)."
MR3015643,"The GAP Group, Gap–groups, algorithms, and programming, version 4.4, (2005), http://www.gap-system.org."
MR1785438,"M. Schönert et al., GAP: groups, algorithms and programming. Lehrstuhl D für Mathematik, RWTH, Aachen 1992."
MR2341997,"S. Dolfi, Intersections of odd order Hall subgroups, Bull. London Math. Soc. 37 (2005), 61–66. GAP. The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.3 ; 2002, (http://www.gap-system.org). 
MR2105819"
MR2403740,"The GAP group, GAP—groups, algorithms, and programming, Verion 4.4, 2004, http://www.gap-system.org"
MR2502216,"The GAP Group. GAP Groups, Algorithms, and Programming, Version 4.4.9; 2006. http://www.gap-system.org."
MR2685153,"GAP—Groups, Algorithms and Programming, Version 4.4.12 (2008), http://www.gap-system.org."
MR2982941,"The GAP Group, GAP - Groups, Algorithms, and Programming, Version 4.4.9. (2006). Available at http://www.gap-system.org"
MR3096572,"The GAP Group, GAP - Groups, Algorithms, and Programming, Version 4.4.12; 2008 (http://www.gap-system.org)."
MR3096641,"The GAP group, GAP—Groups, Algorithms, and Programming, Version 4.4, 2004, http://www.gap-system.org."
MR3096641,"L. Naughton, T. Merkwitz and G. Pfeiffer, TomLib, The GAP Library of Tables of Marks, Version 1.2.1, http://schmidt.nuigalway.ie/tomlib/tomlib, 2011."
MR3144592,"[GAP] The GAP Group, GAP - Groups, Algorithms, and Programming, Version 4.5.7, 2012 (http://www.gap-system.org)."
MR4168166,"The GAP Group: GAP—Groups, Algorithms, and Programming 4.8.6; 2016. http://www.gap-system.org"
MR2344980,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.4; Aachen, St Andrews, 2004. http://www.gap-system.org/."
MR2344980,"L.H. Soicher, The DESIGN package for GAP, Version 1.1. http://designtheory.org/software/gap\_design/, 2004."
MR1758287,"GAP, Lehrstuhl D für Mathematik RWTH Aachen, Version 3, Release 4, July 1994."
MR2303199,"The GAP Group, GAP—Groups, algorithms, and programming, version 4.4, http://www.gap-system.org, 2005."
MR3649167,"GAP Groups, Algorithms, and Programming, Version 4.7.6, The GAP Group (2015), http://www.gap-system.org."
MR3649167,"D. Holt, cohomolo, Cohomology groups of finite groups on finite modules, Version 1.6 (2008), (Refereed GAP package), http://www.warwick.ac.uk/staff/D.F.Holt/cohomolo."
MR3649167,"R. A. Wilson, R. A. Parker, S. Nickerson, J.N. Bray and T. Breuer, AtlasRep, A GAP Interface to the Atlas of Group Representations, Version 1.5.0 (2011), (Refereed GAP package), http://www.math.rwth-aachen.de/Thomas.Breuer/atlasrep."
MR1618135,"Schönert, M. et al.: GAP: Groups, Algorithms and Programming. Lehrstuhl D für Mathematik, Aachen, 1994"
MR3001069,"The GAP Group, GAP–Groups, Algorithms, and Programming, Version 4.4; 2005, http://www.gap-system.org"
MR3195182,"GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.4 (2006); http://www.gap-system.org."
MR3270050,"The GAP Group, GAP–Groups, Algorithms, and Programming, Version 4.5.5 (2012), http://www.gap-system.org."
MR3791039,"The GAP Group, GAP-Groups, Algorithms and Programming, Version 4.7.8, 2015, http://www.gap-system.org"
MR3967410,"L. H. Soicher, The DESIGN Package for GAP, Version 1.6 (2011), http://designtheory.org/software/gap-design/."
